PMCID,Field,JSON_Value,TSV_Value
PMC8683924,publication/authors,"The authors who contributed to this article are:

- Xian Shen, who contributed to the conception and design, administrative support, and manuscript writing.
- Huanhu Zhao, who contributed to the conception and design, data analysis and interpretation, and manuscript writing.
- Xing Jin, who contributed to the provision of study materials or patients and manuscript writing.
- Junyu Chen, who contributed to the collection and assembly of data and manuscript writing.
- Zhengping Yu, who contributed to the provision of study materials or patients and manuscript writing.
- Kuvaneshan Ramen, who contributed to the collection and assembly of data and manuscript writing.
- Xiangwu Zheng, who contributed to the provision of study materials or patients and manuscript writing.
- Xiuling Wu, who contributed to the provision of study materials or patients and manuscript writing.
- Yunfeng Shan, who contributed to the provision of study materials or patients and manuscript writing.
- Jianling Bai, who contributed to the data analysis and interpretation and manuscript writing.
- Qiyu Zhang, who contributed to the administrative support and manuscript writing.
- Qiqiang Zeng, who contributed to the conception and design, data analysis and interpretation, and manuscript writing.","Shen X, Zhao H, Jin X, Chen J, Yu Z, Ramen K, Zheng X, Wu X, Shan Y, Bai J, Zhang Q, Zeng Q"
PMC8683924,publication/journal,HepatoBiliary Surgery and Nutrition,Hepatobiliary surgery and nutrition
PMC8683924,publication/doi,https://dx.doi.org/10.21037/hbsn-20-332,10.21037/hbsn-20-332
PMC10257380,publication/title,Lupus nephritis or not? A simple and clinically friendly machine learning pipeline to help diagnosis of lupus nephritis,Lupus nephritis or not? A simple and clinically friendly machine learning pipeline to help diagnosis of lupus nephritis.
PMC10257380,publication/authors,"The authors who contributed to the article are:

- Wang-Dong Xu
- Da-Cheng Wang
- An-Fang Huang

These authors were responsible for the study conception and design.

- Xiao-Xia Liu
- Lu Fu
- Zhen Qin
- Shen-Nan Wang
- Xiang Wang
- Wei Leng

These authors were responsible for the acquisition of data, analysis and interpretation of data.

- Wang-Dong Xu
- Da-Cheng Wang
- An-Fang Huang

These authors were responsible for drafting the article.

All authors provided final approval of the version of the article to be published and agree to be accountable for all aspects of the work.","Wang DC, Xu WD, Wang SN, Wang X, Leng W, Fu L, Liu XY, Qin Z, Huang AF"
PMC10257380,publication/journal,Inflammation Research,Inflammation research : official journal of the European Histamine Research Society ... [et al.]
PMC11684284,publication/title,Not enough information is available.,Interpretable machine learning model for predicting clinically significant prostate cancer: integrating intratumoral and peritumoral radiomics with clinical and metabolic features.
PMC11684284,publication/authors,"The authors who contributed to this article are:

- ZW, who performed image post-processing and wrote the manuscript.
- HM, who collected imaging and clinical data and performed statistical analysis.
- WJ, who performed statistical analysis.
- SD, who prepared figures and tables.
- NYC, who designed the entire study.

All authors reviewed and approved the manuscript for publication.","Zhao W, Hou M, Wang J, Song D, Niu Y"
PMC11684284,publication/journal,BMC Medical Imaging,BMC medical imaging
PMC5868484,publication/title,"Applying Machine Learning to Workers’ Compensation Data to Identify Industry-Specific Ergonomic and Safety Prevention Priorities: Ohio, 2001 to 2011","Applying Machine Learning to Workers' Compensation Data to Identify Industry-Specific Ergonomic and Safety Prevention Priorities: Ohio, 2001 to 2011."
PMC5868484,publication/authors,"The authors who contributed to this article are:

- Alysha R. Meyers, PhD, who made substantial contributions to study conception and design, data acquisition, data analysis, data interpretation, methods development, data management, and writing the manuscript. She also drafted the manuscript and led the coauthor and peer review process.

- Ibraheem S. Al-Tarawneh, PhD, who made substantial contributions to study conception and design, data acquisition, data interpretation, and methods development.

- Steven J. Wurzelbacher, PhD, who made substantial contributions to study conception and design, data acquisition, data analysis, data interpretation, methods development, data management, and writing the manuscript.

- P. Timothy Bushnell, PhD, MPA, who made substantial contributions to study conception and design, data analysis, data interpretation, and writing the manuscript.

- Michael P. Lampl, MS, who made substantial contributions to data acquisition and methods development.

- Jennifer L. Bell, PhD, MS, who made substantial contributions to study conception and design, methods development, and writing the manuscript.

- Stephen J. Bertke, PhD, who made substantial contributions to data analysis and methods development.

- David C. Robins, AAS, who made substantial contributions to data acquisition and data analysis.","Meyers AR, Al-Tarawneh IS, Wurzelbacher SJ, Bushnell PT, Lampl MP, Bell JL, Bertke SJ, Robins DC, Tseng CY, Wei C, Raudabaugh JA, Schnorr TM"
PMC5868484,publication/journal,Journal of Occupational and Environmental Medicine,Journal of occupational and environmental medicine
PMC5868484,publication/doi,10.1097/JOM.0000000000001162,10.1097/jom.0000000000001162
PMC11864258,publication/title,Not enough information is available.,Alzheimer's disease classification by supervised and intelligent techniques.
PMC11864258,publication/authors,"The authors who contributed to this article are Mohamed Amine Jabli and Mousa Mourad.

Mohamed Amine Jabli was involved in the methodology, as well as the writing of the original draft and the review and editing of the manuscript.

Mousa Mourad provided supervision for the research.","Mohamed Amine J, Mourad M,"
PMC11864258,publication/journal,Journal of Alzheimer’s Disease Reports,Journal of Alzheimer's disease reports
PMC11078767,publication/title,Not enough information is available.,Segmentation and Volume Estimation of the Habenula Using Deep Learning in Patients With Depression.
PMC11078767,publication/authors,"The authors who contributed to this article are:

Yoshihiro Kato, Naoya Oishi, Masahiro Hiraki, Yusuke Yamada, Yuta Iwasaki, Hiroshi Imabayashi, Junichi Miyata, Jun Hori, Koji Kato, Masahiro Matsumoto, Tomohiro Nakamura, Junichi Matsuda, Yusuke Fujita, Kenji Nakajima, Taro Suwa, and Takashi Nakao.

The contributions of each author are as follows:

Yoshihiro Kato, Naoya Oishi, Masahiro Hiraki, Yusuke Yamada, Yuta Iwasaki, Hiroshi Imabayashi, Junichi Miyata, Jun Hori, Koji Kato, Masahiro Matsumoto, Tomohiro Nakamura, Junichi Matsuda, Yusuke Fujita, Kenji Nakajima, Taro Suwa, and Takashi Nakao were involved in the study design, data collection, data analysis, data interpretation, or writing of the report.

Makiko Nakamoto, Sayuri Murakami, and Manami Tanaka contributed to data collection and analysis.

Tobias Kober provided the MP2RAGE research prototype sequence used for the 7T scan.

Naoya Oishi and Taro Suwa are the corresponding authors and can be contacted for further information.

The funders had no role in the study design, data collection, data analysis, data interpretation, or writing of the report.","Kyuragi Y, Oishi N, Hatakoshi M, Hirano J, Noda T, Yoshihara Y, Ito Y, Igarashi H, Miyata J, Takahashi K, Kamiya K, Matsumoto J, Okada T, Fushimi Y, Nakagome K, Mimura M, Murai T, Suwa T"
PMC11078767,publication/journal,Not enough information is available.,Biological psychiatry global open science
PMC11078767,publication/year,Not enough information is available.,2024
PMC11078767,publication/doi,Not enough information is available.,10.1016/j.bpsgos.2024.100314
PMC10818795,publication/title,"Viruses 2024, 16, 45",Anti-Dengue: A Machine Learning-Assisted Prediction of Small Molecule Antivirals against Dengue Virus and Implications in Drug Repurposing.
PMC10818795,publication/authors,"The authors who contributed to the article are M.K., S.G., A.T., and A.R. M.K. was involved in conceptualization, supervision, writing the review and editing, software development, project administration, and funding acquisition. S.G. performed data curation, methodology, software development, validation, formal analysis, visualization, and wrote the original draft. A.T. contributed to formal analysis, methodology, and software development. A.R. executed methodology, software development, visualization, and writing the review and editing. All authors have read and agreed to the published version of the manuscript.","Gautam S, Thakur A, Rajput A, Kumar M"
PMC10818795,publication/year,2024,2023
PMC10818795,publication/doi,Not enough information is available,10.3390/v16010045
PMC6036751,publication/title,Classification of Sputum Sounds Using Artificial Neural Network and Wavelet Transform,Classification of Sputum Sounds Using Artificial Neural Network and Wavelet Transform.
PMC6036751,publication/authors,Not enough information is available.,"Shi Y, Wang G, Niu J, Zhang Q, Cai M, Sun B, Wang D, Xue M, Zhang XD"
PMC6036751,publication/journal,International Journal of Biological Sciences,International journal of biological sciences
PMC6036751,publication/doi,Not enough information is available,10.7150/ijbs.23855
PMC8818124,publication/title,Deep Learning for Ultrasound Image Formation: CUBDL Evaluation Framework and Open Datasets,Deep Learning for Ultrasound Image Formation: CUBDL Evaluation Framework and Open Datasets.
PMC8818124,publication/authors,"The authors who contributed to this article are:

Dongwoon Hyun, who is a Research Engineer with the Department of Radiology at Stanford University. His research interests include machine learning methods for beamforming, ultrasound molecular imaging, real-time software beamforming, and mathematical methods for image quality assessment.

Alycen Wiacek, who is a Graduate Student Member of the IEEE. She is currently pursuing a Ph.D. in Electrical and Computer Engineering at Johns Hopkins University. Her research interests include ultrasound imaging, photoacoustic imaging, coherence-based beamforming, breast imaging, machine learning, signal processing, and clinical translation.

Sobhan Goudarzi, who is affiliated with the Department of Electrical and Computer Engineering at Concordia University.

Sven Rothlübbers, who is associated with the Fraunhofer Institute for Digital Medicine MEVIS.

Amir Asif, who is a Senior Member of the IEEE and is affiliated with the Department of Electrical Engineering and Computer Science at York University.

Klaus Eickel, who is associated with the Department of Physics and Electrical Engineering at the University of Bremen.

Yonina C. Eldar, who is a Fellow of the IEEE and is affiliated with the Department of Mathematics and Computer Science at the Weizmann Institute of Science.

Jiaqi Huang, who is affiliated with the Department of Biomedical Engineering at Johns Hopkins University.

Massimo Mischi, who is a Senior Member of the IEEE and is affiliated with the Department of Electrical Engineering at Eindhoven University of Technology.

Hassan Rivaz, who is a Senior Member of the IEEE and is affiliated with the Department of Electrical and Computer Engineering at Concordia University.

David Sinden, who is associated with the Fraunhofer Institute for Digital Medicine MEVIS.

Ruud J. G. van Sloun, who is a Member of the IEEE.

Muyinatu A. Lediju Bell, who is a Senior Member of the IEEE and the John C. Malone Assistant Professor with the Department of Electrical and Computer Engineering at Johns Hopkins University. She also has joint appointments in the Department of Biomedical Engineering and a secondary appointment in the Department of Computer Science. Her research interests include ultrasound and photoacoustic imaging, coherence-based beamforming, deep learning for ultrasound and photoacoustic image formation, image-guided surgery, robotics, and medical device design.

Additionally, the following individuals are acknowledged for their contributions:

Piero Tortoli from the University of Florence, Florence, Italy.

Ben Luijten and Massimo Mischi from the Eindhoven University of Technology, Eindhoven, The Netherlands.

Ole Marius Hoel Rindal from the University of Oslo, Oslo, Norway.

Vincent Perrot and Herve Liebgott from CREATIS, INSA, University of Lyon, Lyon, France.

Xi Zhang and Jianwen Luo from Tsinghua University, Beijing, China.

Breast radiologists Eniola Oluyemi, M.D., and Emily Ambinder, M.D., from Johns Hopkins Medicine are thanked for their assistance with the post-CUBDL in vivo breast data acquisitions.

Olivier Bernard is acknowledged for creating data sequence OSL010.","Hyun D, Wiacek A, Goudarzi S, Rothlubbers S, Asif A, Eickel K, Eldar YC, Huang J, Mischi M, Rivaz H, Sinden D, van Sloun RJG, Strohm H, Bell MAL"
PMC8818124,publication/journal,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control","IEEE transactions on ultrasonics, ferroelectrics, and frequency control"
PMC8818124,publication/year,2022,2021
PMC8818124,publication/doi,10.1109/TUFFC.2021.3094849,10.1109/tuffc.2021.3094849
PMC8091525,publication/title,Artificial intelligence improves the accuracy of residents in the diagnosis of hip fractures: a multicenter study,Artificial intelligence improves the accuracy of residents in the diagnosis of hip fractures: a multicenter study.
PMC8091525,publication/authors,"The authors who contributed to the article are:

- Yoichi Sato, who is affiliated with the Department of Orthopedics Surgery at Gamagori City Hospital and the AI Research Division at the Nagoya Orthopedic Regional Healthcare Support Center. He is the corresponding author and likely played a significant role in the study's conception, design, and execution.

- Yasuhiko Takegami, affiliated with the Department of Orthopedic Surgery at Nagoya University Graduate School of Medicine.

- Takamune Asamoto, affiliated with the AI Research Division at the Nagoya Orthopedic Regional Healthcare Support Center and the Department of Orthopedics Surgery at Tsushima City Hospital.

- Yutaro Ono, affiliated with the AI Research Division at the Nagoya Orthopedic Regional Healthcare Support Center and the Department of Orthopedics Surgery at Nagoya Daini Red Cross Hospital.

- Tsugeno Hidetoshi, affiliated with the AI Research Division at the Nagoya Orthopedic Regional Healthcare Support Center and the Department of Orthopedics Surgery at Nagoya Daini Red Cross Hospital.

- Ryosuke Goto, an employee of Search Space Co. Ltd., contributed to the development of the computer-aided diagnosis system.

- Akira Kitamura, also an employee of Search Space Co. Ltd., contributed to the development of the computer-aided diagnosis system.

- Seiwa Honda, who represents the AI Research Division at the Nagoya Orthopedic Regional Healthcare Support Center and likely oversaw the research and its implications for clinical practice.","Sato Y, Takegami Y, Asamoto T, Ono Y, Hidetoshi T, Goto R, Kitamura A, Honda S"
PMC8091525,publication/journal,BMC Musculoskeletal Disorders,BMC musculoskeletal disorders
PMC10581726,publication/title,Machine Learning Models to Predict Male Sling Success,Development and use of machine learning models for prediction of male sling success A proof-of-concept institutional evaluation.
PMC10581726,publication/authors,"The authors who contributed to the article are:

- Jin K. Kim
- Kurt A. McCammon
- Kellie J. Kim
- Mandy Rickard
- Armando J. Lorenzo
- Michael E. Chua

Jin K. Kim, Kurt A. McCammon, and Kellie J. Kim are listed as equal contributors to the paper. Jin K. Kim and Armando J. Lorenzo are affiliated with the Division of Urology, Department of Surgery, University of Toronto, and the Hospital for Sick Children in Toronto, Canada. Kurt A. McCammon is associated with the Department of Urology at Eastern Virginia Medical School and the Devine-Jordan Center for Reconstructive Surgery and Pelvic Health in Virginia, United States. Kellie J. Kim is affiliated with the Temerty Faculty of Medicine, University of Toronto. Mandy Rickard is also affiliated with the Hospital for Sick Children in Toronto. Michael E. Chua is affiliated with the Institute of Urology at St. Luke’s Medical Center in Quezon City, Philippines.","Kim JK, McCammon KA, Kim KJ, Rickard M, Lorenzo AJ, Chua ME"
PMC10581726,publication/journal,Canadian Urological Association Journal,Canadian Urological Association journal = Journal de l'Association des urologues du Canada
PMC10581726,publication/doi,Not enough information is available.,10.5489/cuaj.8265
PMC9630254,publication/title,Weighted average ensemble-based semantic segmentation in biological electron microscopy images,Weighted average ensemble-based semantic segmentation in biological electron microscopy images.
PMC9630254,publication/authors,Not enough information is available.,"Shaga Devan K, Kestler HA, Read C, Walther P"
PMC9630254,publication/journal,Histochemistry and Cell Biology,Histochemistry and cell biology
PMC8806423,publication/title,Construction of a 5-feature gene model by support vector machine for classifying osteoporosis samples,Construction of a 5-feature gene model by support vector machine for classifying osteoporosis samples.
PMC8806423,publication/authors,"The authors who contributed to this article are:

- MWH, who designed the study.
- CHS and LZ, who contributed to the literature research.
- JL and ZYY, who analyzed and interpreted the data.
- YNC, who wrote the initial draft of the manuscript.
- YZX, who reviewed and edited the manuscript.
- All authors read and approved the manuscript.","Hu M, Zou L, Lu J, Yang Z, Chen Y, Xu Y, Sun C"
PMC8806423,publication/journal,Not applicable,Bioengineered
PMC8806423,publication/doi,Not enough information is available.,10.1080/21655979.2021.1971026
PMC10662663,publication/title,CT radiomics to differentiate MPLC and IPM,A pairwise radiomics algorithm-lesion pair relation estimation model for distinguishing multiple primary lung cancer from intrapulmonary metastasis.
PMC10662663,publication/authors,"The authors who contributed to this article are:

- T.-F. Chen: Conceptualization, investigation, data curation, and writing of the original draft.
- L. Yang: Conceptualization, investigation, resources, data curation, and review and editing of the writing.
- H.-B. Chen: Methodology, software, validation, formal analysis, and visualization.
- Z. G. Zhang: Methodology and data curation.
- Z.-T. Wang: Resources and data curation.
- H.-H. Liu: Resources, funding acquisition, supervision, and project administration.
- Q. Li: Resources, data curation, and supervision.
- Y. Zhang: Conceptualization, methodology, formal analysis, data curation, review and editing of the writing, and project administration.","Chen TF, Yang L, Chen HB, Zhou ZG, Wu ZT, Luo HH, Li Q, Zhu Y"
PMC10662663,publication/journal,Precision Clinical Medicine,Precision clinical medicine
PMC7818264,publication/title,Non-invasive prediction of fetal growth restriction by whole-genome promoter profiling of maternal plasma DNA: a nested case–control study,Non-invasive prediction of fetal growth restriction by whole-genome promoter profiling of maternal plasma DNA: a nested case-control study.
PMC7818264,publication/authors,"The authors who contributed to the article are:

- C Xu
- Z Guo
- J Zhang
- Q Lu
- Q Tian
- S Liu
- K Li
- K Wang
- Z Tao
- C Li
- Z Lv
- Z Zhang
- X Yang
- F Yang

The authors C Xu, Z Guo, and J Zhang contributed equally to this work.","Xu C, Guo Z, Zhang J, Lu Q, Tian Q, Liu S, Li K, Wang K, Tao Z, Li C, Lv Z, Zhang Z, Yang X, Yang F"
PMC7818264,publication/journal,BJOG: An International Journal of Obstetrics and Gynaecology,BJOG : an international journal of obstetrics and gynaecology
PMC7818264,publication/year,2020,2021
PMC11623027,publication/title,Application of Machine Learning Algorithm Incorporating Dietary Intake in Prediction of Gestational Diabetes Mellitus,Application of machine learning algorithm incorporating dietary intake in prediction of gestational diabetes mellitus.
PMC11623027,publication/authors,"The authors who contributed to this article are:

- Tianze Ding, who was involved in programming, manuscript drafting, data analysis, and result interpretation.
- Kaiyu Yang and Jian Zhang, who contributed to the study design and concept.
- Lijuan Peng, who assisted with programming and manuscript drafting.
- Jianjun Jiang and Hongwei Wang, who participated in data collection and the critical revision of the manuscript.

All authors read and approved the final manuscript. None of the authors reported a conflict of interest related to the study.","Ding T, Liu P, Jia J, Wu H, Zhu J, Yang K"
PMC11623027,publication/journal,Endocrine Connections,Endocrine connections
PMC11623027,publication/doi,10.1530/EC-24-0169,10.1530/ec-24-0169
PMC11711536,publication/title,Combined prediction of mortality in cancer patients with sepsis,Predictive value of peripheral blood indicators plus procalcitonin clearance rate for mortality in cancer patients with sepsis.
PMC11711536,publication/authors,Not enough information is available.,"Zhu T, Tian B, Wang L"
PMC11711536,publication/journal,American Journal of Cancer Research,American journal of cancer research
PMC11711536,publication/doi,Not enough information is available.,10.62347/nkol2327
PMC2637859,publication/title,Not enough information is available.,A modeling study by response surface methodology and artificial neural network on culture parameters optimization for thermostable lipase production from a newly isolated thermophilic Geobacillus sp. strain ARM.
PMC2637859,publication/authors,"The authors who contributed to the article are:

- ABS
- RNZRAR
- MB
- AE
- DCHE

ABS, RNZRAR, and MB were responsible for conceiving the idea of the study and the experimental design. AE and DCHE performed the experiments described in the paper. AE also conceived the Response Surface Methodology (RSM) and Artificial Neural Network (ANN) design and analysis. AE compared the estimation capabilities of the RSM with ANN and drafted the manuscript. All authors read and approved the final manuscript.","Ebrahimpour A, Abd Rahman RN, Ean Ch'ng DH, Basri M, Salleh AB"
PMC2637859,publication/journal,BMC Biotechnology,BMC biotechnology
PMC10997841,publication/title,BiPSTP: A Novel RNA Sequence Feature Encoding Method for Predicting RNA Modification Sites,BiPSTP: Sequence feature encoding method for identifying different RNA modifications with bidirectional position-specific trinucleotides propensities.
PMC10997841,publication/authors,"The authors who contributed to the article are:

- **M. W.** - Responsible for conceptualization, methodology, visualization, formal analysis, data curation, and writing the original draft.
- **J. X.** - Involved in conceptualization, writing review and editing, project administration, funding acquisition, and supervision.
- **H. A.** - Contributed to the investigation.
- **Y. X.** - Involved in investigation, writing review and editing.
- **S. X.** - Contributed to writing review and editing, and supervision.","Wang M, Ali H, Xu Y, Xie J, Xu S"
PMC10997841,publication/journal,Journal of Biological Chemistry,The Journal of biological chemistry
PMC9278593,publication/title,Not enough information is available.,A new artificial intelligence system successfully detects and localises early neoplasia in Barrett's esophagus by using convolutional neural networks.
PMC9278593,publication/authors,Not enough information is available.,"Hussein M, González-Bueno Puyal J, Lines D, Sehgal V, Toth D, Ahmad OF, Kader R, Everson M, Lipman G, Fernandez-Sordo JO, Ragunath K, Esteban JM, Bisschops R, Banks M, Haefner M, Mountney P, Stoyanov D, Lovat LB, Haidry R"
PMC9278593,publication/journal,Not enough information is available.,United European gastroenterology journal
PMC9278593,publication/doi,10.1371/journal.pone.0268500,10.1002/ueg2.12233
PMC11495322,publication/title,Machine learning identifies a 5-serum cytokine panel for the early detection of CAG patients,Machine learning identifies a 5-serum cytokine panel for the early detection of chronic atrophy gastritis patients.
PMC11495322,publication/authors,"The authors who contributed to the article are:

F. An

Not enough information is available","An F, Ge Y, Ye W, Ji L, Chen K, Wang Y, Zhang X, Dong S, Shen Y, Zhao J, Gao X, Junankar S, Chan RB, Christodoulou D, Wen W, Lu P, Zhan Q"
PMC11495322,publication/journal,Not enough information is available.,Cancer biomarkers : section A of Disease markers
PMC11495322,publication/year,2023,2024
PMC11495322,publication/doi,Not enough information is available.,10.3233/cbm-240023
PMC8929464,publication/title,Electrocardiogram-based mortality prediction in patients with COVID-19 using machine learning,Electrocardiogram-based mortality prediction in patients with COVID-19 using machine learning.
PMC8929464,publication/authors,"The authors who contributed to the article are:

- R. van de Leur
- R. van Es
- H. Bleijendaal
- F. T.
- P. D.
- M. L.
- F. W. A.
- B. van Rees
- M. T. H. M. Henkens
- S. Heymans
- N. Sturkenboom
- R. A. Tio
- J. A. Offerhaus
- W. L. Bor
- M. Maarse
- H. E. Haerkens-Arends
- M. Z. H. Kolk
- A. C. J. van der Lingen
- J. J. Selder
- E. E. Wierda
- P. F. M. M. van Bergen
- M. M. Winter
- A. H. Zwinderman
- P. A. Doevendans
- P. van der Harst
- Y. M. Pinto
- F. V. Y. Tjong

Not sure about the specific contributions of each author to the paper.","van de Leur RR, Bleijendaal H, Taha K, Mast T, Gho JMIH, Linschoten M, van Rees B, Henkens MTHM, Heymans S, Sturkenboom N, Tio RA, Offerhaus JA, Bor WL, Maarse M, Haerkens-Arends HE, Kolk MZH, van der Lingen ACJ, Selder JJ, Wierda EE, van Bergen PFMM, Winter MM, Zwinderman AH, Doevendans PA, van der Harst P, Pinto YM, Asselbergs FW, van Es R, Tjong FVY,"
PMC8929464,publication/journal,Not enough information is available.,Netherlands heart journal : monthly journal of the Netherlands Society of Cardiology and the Netherlands Heart Foundation
PMC8929464,publication/doi,Not enough information is available.,10.1007/s12471-022-01670-2
PMC5467573,publication/title,Exploring convolutional neural networks for drug–drug interaction extraction,Exploring convolutional neural networks for drug-drug interaction extraction.
PMC5467573,publication/authors,"The authors who contributed to the article are Victor Suarez-Paniagua, Isabel Segura-Bedmar, and Paloma Martinez. Victor Suarez-Paniagua is the corresponding author and is responsible for the communication and correspondence related to the paper. He can be reached via email at victor.suarez@uc3m.es. All three authors are affiliated with the Department of Computer Science at the University Carlos III of Madrid in Leganes, Madrid, Spain. Their collective work focuses on exploring convolutional neural networks for drug-drug interaction extraction, aiming to provide healthcare professionals with efficient methods to reduce the time spent reviewing literature for potential drug-drug interactions.","Suárez-Paniagua V, Segura-Bedmar I, Martínez P"
PMC5467573,publication/journal,Database,Database : the journal of biological databases and curation
PMC5467573,publication/doi,Not enough information is available.,10.1093/database/bax019
PMC9174423,publication/title,Prediction of Thyroid Capsule Invasion,Radiomics Analysis of Computed Tomography for Prediction of Thyroid Capsule Invasion in Papillary Thyroid Carcinoma: A Multi-Classifier and Two-Center Study.
PMC9174423,publication/authors,"The authors who contributed to the article are:

- XW, PY, and CJ contributed to the data analysis and the manuscript preparation.
- XS, YM, and NM contributed to the conception and design of the study.
- PY, KC, and GL contributed to data acquisition and analysis.
- PY, XS, and YM contributed to the manuscript revision.
- All authors contributed to the article and approved the submitted version.","Wu X, Yu P, Jia C, Mao N, Che K, Li G, Zhang H, Mou Y, Song X"
PMC9174423,publication/journal,Frontiers in Endocrinology,Frontiers in endocrinology
PMC9550874,publication/title,A brainnetome atlas-based methamphetamine dependence identification using neighborhood component analysis and machine learning on functional MRI data,A brainnetome atlas-based methamphetamine dependence identification using neighborhood component analysis and machine learning on functional MRI data.
PMC9550874,publication/authors,"The authors who contributed to the article are as follows:

Yanan Zhou, who collected data and drafted the manuscript.

Jingsong Tang, who revised the manuscript.

Yunkai Sun, who processed and analyzed the data.

Winson Fu Zun Yang, who interpreted the results.

Yuejiao Ma, who collected data.

Qiuxia Wu, who revised the manuscript.

Shubao Chen, who revised the manuscript.

Qianjin Wang, who revised the manuscript.

Yuzhu Hao, who collected data.

Yunfei Wang, who collected data.

Manyun Li, who collected data.

Tieqiao Liu, who conceived and designed the study.

Yanhui Liao, who conceived and designed the study and revised the manuscript.

All authors listed have made a substantial and direct contribution to the work and approved the final manuscript to be published.","Zhou Y, Tang J, Sun Y, Yang WFZ, Ma Y, Wu Q, Chen S, Wang Q, Hao Y, Wang Y, Li M, Liu T, Liao Y"
PMC9550874,publication/journal,Frontiers in Cellular Neuroscience,Frontiers in cellular neuroscience
PMC9550874,publication/year,2023,2022
PMC8752331,publication/title,Hybrid PSO–SVM algorithm for Covid-19 screening and quantification,Hybrid PSO-SVM algorithm for Covid-19 screening and quantification.
PMC8752331,publication/authors,"The authors who contributed to this article are M. Sahaya Sheela and C. A. Arun.

M. Sahaya Sheela is the primary author and has contributed significantly to the development of the hybrid PSO-SVM algorithm for COVID-19 screening and quantification. Sheela has focused on the integration of artificial intelligence techniques to analyze MRI images for early and accurate diagnosis of COVID-19.

C. A. Arun has collaborated on this research, providing expertise in the implementation and validation of the proposed model. Arun has also contributed to the comparative analysis with existing models and the evaluation of the model's performance metrics.","Sheela MS, Arun CA"
PMC8752331,publication/journal,International Journal of Information Technology,International journal of information technology : an official journal of Bharati Vidyapeeth's Institute of Computer Applications and Management
PMC8752331,publication/doi,https://doi.org/10.1007/s41870-021-00856-y,10.1007/s41870-021-00856-y
PMC9123915,publication/title,Machine Learning-Assisted Ensemble Analysis for the Prediction of Acute Pancreatitis with Acute Kidney Injury,Machine Learning-Assisted Ensemble Analysis for the Prediction of Acute Pancreatitis with Acute Kidney Injury.
PMC9123915,publication/authors,"The authors who contributed to the article are:

- Yi Yang
- Wei Xiao
- Xingtai Liu
- Yan Zhang
- Xin Jin
- Xiao Li

All authors made a significant contribution to the work reported, whether that is in the conception, study design, execution, acquisition of data, analysis, and interpretation, or in all these areas. They took part in drafting, revising, or critically reviewing the article, gave final approval of the version to be published, agreed on the journal to which the article has been submitted, and agreed to be accountable for all aspects of the work.","Yang Y, Xiao W, Liu X, Zhang Y, Jin X, Li X"
PMC9123915,publication/journal,International Journal of General Medicine,International journal of general medicine
PMC9123915,publication/doi,10.2147/IJGM.S361330,10.2147/ijgm.s361330
PMC10947877,publication/title,Radiomics analysis to predict pulmonary nodule malignancy using machine learning approaches,Radiomics analysis to predict pulmonary nodule malignancy using machine learning approaches.
PMC10947877,publication/authors,"The authors who contributed to the article are:

Matthew T. Warkentin, who was involved in conceptualization, methodology, formal analysis, and writing the original draft and review & editing.

Hamad Al-Sawaihey, who contributed to methodology and data curation.

Stephen Lam, who was involved in investigation, data curation, and writing the review & editing.

Geoffrey Liu, who contributed to investigation, data curation, and writing the review & editing.

Brenda Diergaarde, Jian-Min Yuan, and David O. Wilson, who were involved in investigation, data curation, and writing the review & editing.

Sukhinder Atkar-Khattra, Benjamin Grant, Yonathan Brhane, Elham Khodayari-Moez, and Kiera R. Murison, who contributed to writing the review & editing.

Martin C. Tammemägi, who was involved in writing the review & editing.

Kieran R. Campbell, who contributed to methodology and writing the original draft and review & editing.

Rayjean J. Hung, who was involved in conceptualization, methodology, investigation, writing the original draft and review & editing, and funding acquisition.","Warkentin MT, Al-Sawaihey H, Lam S, Liu G, Diergaarde B, Yuan JM, Wilson DO, Atkar-Khattra S, Grant B, Brhane Y, Khodayari-Moez E, Murison KR, Tammemagi MC, Campbell KR, Hung RJ"
PMC10947877,publication/doi,Not enough information is available,10.1136/thorax-2023-220226
PMC11756513,publication/title,Automated post-run analysis of arrayed quantitative PCR amplification curves using machine learning,Automated post-run analysis of arrayed quantitative PCR amplification curves using machine learning.
PMC11756513,publication/authors,"The authors who contributed to this article are:

- Brintz, BJ, who was involved in formal analysis, methodology, and writing the original draft.
- Operario, DJ, who contributed to conceptualization, data curation, and reviewing and editing the manuscript.
- Brown, DG, who participated in formal analysis and reviewing and editing the manuscript.
- Wu, S, who was involved in data curation and reviewing and editing the manuscript.
- Wang, L, who contributed to data curation and reviewing and editing the manuscript.
- Houpt, ER, who was involved in conceptualization, data curation, funding acquisition, and reviewing and editing the manuscript.
- Leung, DT, who contributed to conceptualization, formal analysis, and reviewing and editing the manuscript.
- Liu, J, who was involved in conceptualization, data curation, and reviewing and editing the manuscript.
- Platts-Mills, JA, who contributed to conceptualization, data curation, funding acquisition, and writing the original draft.","Brintz BJ, Operario DJ, Brown DG, Wu S, Wang L, Houpt ER, Leung DT, Liu J, Platts-Mills JA"
PMC11756513,publication/journal,Gates Open Research,Gates open research
PMC9134927,publication/title,Not enough information is available.,Clinical risk prediction models and informative cluster size: Assessing the performance of a suicide risk prediction algorithm.
