title	shortid	mapped_pmcid	mapped_pmid	pdf_downloadable	supplementary_downloadable	supplementary_file_count	supplementary_file_list	processed_json_filename	actual_file_count	main_pdf_filename	is_folder_empty	folder_size_mb	flag_needs_processing
VirHost: a machine learning-based method for predicting reservoir hosts of RNA viruses through viral genomes	ta01kc1au8	PMC11340644	39172545.0	yes	yes	10	giae059_reviewer_2_report_revision_1.pdf; giae059_reviewer_1_report_original_submission.pdf; giae059.pdf; giae059_reviewer_2_report_original_submission.pdf; PMC11340644_main.pdf; giae059_reviewer_1_report_revision_1.pdf; giae059_reviewer_3_report_original_submission.pdf; giae059_giga-d-24-00081_revision_1.pdf; giae059_response_to_reviewer_comments_original_submission.pdf; giae059_giga-d-24-00081_original_submission.pdf	PMC11340644.json	1	PMC11340644_main.pdf	False	1.88	False
Discovering genotype-phenotype relationships with machine learning and the Visual Physiology Opsin Database (VPOD)	88n4lxv68p	PMC11512451	39460934.0	yes	yes	15	giae073_reviewer_2_report_revision_1.pdf; PMC11512451_main.pdf; giae073_reviewer_2_report_revision_2.pdf; giae073_giga-d-24-00053_original_submission.pdf; giae073.pdf; giae073_response_to_reviewer_comments_original_submission.pdf; giae073_supplemental_file.pdf; giae073_giga-d-24-00053_revision_2.pdf; giae073_giga-d-24-00053_revision_1.pdf; giae073_reviewer_1_report_original_submission.pdf; giae073_reviewer_2_report_original_submission.pdf; giae073_reviewer_3_report_original_submission.pdf; giae073_giga-d-24-00053_revision_3.pdf; giae073_response_to_reviewer_comments_revision_1.pdf; giae073_response_to_reviewer_comments_revision_2.pdf	PMC11512451.json	2	PMC11512451_main.pdf	False	4.05	False
NetStart 2.0: prediction of eukaryotic translation initiation sites using a protein language model	rvf3nedwl1	PMC12366053	40830753.0	yes	yes	3	12859_2025_Article_6220.pdf; PMC12366053_main.pdf; 12859_2025_6220_MOESM1_ESM.pdf	PMC12366053.json	2	PMC12366053_main.pdf	False	4.36	False
EssSubgraph improves performance and generalizability of mammalian essential gene prediction with large networks	05q1xlke1j	PMC12330522	40777493.0	no	no	0							False
CryoDataBot: a pipeline to curate cryoEM datasets for AI-driven structural biology	zg8nv733ej	PMC12596181	41124016.0	yes	yes	12	giaf127_reviewer_2_report_original_submission.pdf; PMC12596181_main.pdf; giaf127_reviewer_3_report_original_submission.pdf; giaf127_reviewer_1_report_original_submission.pdf; giaf127_authors_response_to_reviewer_comments_original_submission.pdf; giaf127_reviewer_3_report_revision_1.pdf; giaf127_reviewer_1_report_revision_1.pdf; giaf127_giga-d-25-00271_revision_1.pdf; giaf127.pdf; giaf127_supplement_figures.pdf; giaf127_reviewer_2_report_revision_1.pdf; giaf127_giga-d-25-00271_original_submission.pdf	PMC12596181.json	2	PMC12596181_main.pdf	False	4.48	False
PanGIA: A universal framework for identifying association between ncRNAs and diseases	yi6cmalcqe	PMC12532321	41105014.0	yes	yes	8	giaf123_reviewer_2_report_revision_1.pdf; giaf123_reviewer_1_report_revision_1.pdf; giaf123.pdf; giaf123_giga-d-25-00208_revision_1.pdf; giaf123_reviewer_1_report_original_submission.pdf; giaf123_authors_response_to_reviewer_comments_original_submission.pdf; giaf123_giga-d-25-00208_original_submission.pdf; giaf123_reviewer_2_report_original_submission.pdf	PMC12532321.json	1	PMC12532321_main.pdf	False	1.34	False
ColoPola: A polarimetric imaging dataset for colorectal cancer detection	futlrtl5w4	PMC12530094	41100285.0	yes	yes	7	giaf120.pdf; giaf120_authors_response_to_reviewer_comments_original_submission.pdf; giaf120_giga-d-25-00173_revision_1.pdf; giaf120_reviewer_1_report_original_submission.pdf; giaf120_reviewer_2_report_original_submission.pdf; giaf120_reviewer_1_report_revision_1.pdf; giaf120_giga-d-25-00173_original_submission.pdf	PMC12530094.json	1	PMC12530094_main.pdf	False	3.57	False
Group-specific discriminant analysis enhances detection of sex differences in brain functional network lateralization	3znup161pu	PMC12398281	40884801.0	yes	yes	8	giaf082_reviewer_2_report_original_submission.pdf; giaf082_reviewer_2_report_revision_1.pdf; giaf082_giga-d-24-00330_original_submission.pdf; giaf082_supplemental_file.pdf; giaf082_authors_response_to_reviewer_comments_original_submission.pdf; giaf082_giga-d-24-00330_revision_1.pdf; giaf082_reviewer_1_report_original_submission.pdf; giaf082.pdf	PMC12398281.json	2	PMC12398281_main.pdf	False	4.48	False
CellBinDB: A Large-Scale Multimodal Annotated Dataset for Cell Segmentation with Benchmarking of Universal Models	etom5gtugj	PMC12206155	40552981.0	yes	yes	8	giaf069_giga-d-24-00566_revision_1.pdf; giaf069_reviewer_2_report_original_submission.pdf; giaf069_reviewer_2_report_revision_1.pdf; giaf069_reviewer_1_report_original_submission.pdf; giaf069_giga-d-24-00566_original_submission.pdf; giaf069_authors_response_to_reviewer_comments_original_submission.pdf; giaf069.pdf; giaf069_reviewer_1_report_revision_1.pdf	PMC12206155.json	1	PMC12206155_main.pdf	False	3.78	False
A Case for Estradiol: Younger Brains in Women with Earlier Menarche and Later Menopause	rpt86qjsd5	PMC12099614	40407124.0	yes	yes	9	giaf060_giga-d-24-00418_revision_1.pdf; giaf060_reviewer_1_report_original_submission.pdf; giaf060_reviewer_1_report_revision_1.pdf; giaf060_authors_response_to_reviewer_comments_revision_1.pdf; giaf060_giga-d-24-00418_revision_2.pdf; giaf060_giga-d-24-00418_original_submission.pdf; giaf060.pdf; giaf060_authors_response_to_reviewer_comments_original_submission.pdf; giaf060_reviewer_2_report_original_submission.pdf	PMC12099614.json	1	PMC12099614_main.pdf	False	0.97	False
PUNCH2: Explore the strategy for intrinsically disordered protein predictor	zeetwgvare	PMC11940444	40138319.0	yes	yes	1	pone.0319208.pdf	PMC11940444.json	1	PMC11940444_main.pdf	False	5.57	False
PredIDR2: Improving accuracy of protein intrinsic disorder prediction by updating deep convolutional neural network and supplementing DisProt data	kkkb6kyxxz		40054813.0	no	no	0							False
CODARFE: Unlocking the prediction of continuous environmental variables based on microbiome	oym6non3hy	PMC12365963	40549543.0	yes	yes	10	giaf055_reviewer_1_report_revision_1.pdf; giaf055_reviewer_2_report_revision_1.pdf; giaf055_reviewer_1_report_original_submission.pdf; giaf055_authors_response_to_reviewer_comments_original_submission.pdf; giaf055_authors_response_to_reviewer_comments_revision_1.pdf; giaf055_giga-d-24-00556_revision_1.pdf; giaf055.pdf; giaf055_reviewer_2_report_original_submission.pdf; giaf055_giga-d-24-00556_revision_2.pdf; giaf055_giga-d-24-00556_original_submission.pdf	PMC12365963.json	1	PMC12365963_main.pdf	False	2.39	False
PredIDR: Accurate prediction of protein intrinsic disorder regions using deep convolutional neural network	stp0kvhixm		39571839.0	no	no	0							False
Probabilistic Annotations of Protein Sequences for Intrinsically Disordered Features	2335p2x49r			no	no	0							False
The FIP 1.0 Data Set: Highly Resolved Annotated Image Time Series of 4,000 Wheat Plots Grown in Six Years	mj3s5cptmp	PMC12153353	40498535.0	yes	yes	10	giaf051_giga-d-24-00504_original_submission.pdf; giaf051_reviewer_2_report_original_submission.pdf; giaf051_reviewer_1_report_original_submission.pdf; giaf051_authors_response_to_reviewer_comments_revision_1.pdf; giaf051_reviewer_1_report_revision_1.pdf; giaf051_giga-d-24-00504_revision_1.pdf; giaf051_reviewer_2_report_revision_1.pdf; giaf051_giga-d-24-00504_revision_2.pdf; giaf051_authors_response_to_reviewer_comments_original_submission.pdf; giaf051.pdf	PMC12153353.json	1	PMC12153353_main.pdf	False	7.9	False
DisorderUnetLM: Validating ProteinUnet for efficient protein intrinsic disorder prediction	znnn9k8683		39708500.0	no	no	0							False
Spatial Integration of Multi-Omics Data from Serial Sections using the novel Multi-Omics Imaging Integration Toolset	vsx18unv9t	PMC12077394	40366868.0	no	no	0		PMC12077394.json	1	PMC12077394_main.pdf	False	4.13	False
External validation of machine learning models - registered models and adaptive sample splitting	0p6q20kd4b	PMC12077397	40366867.0	yes	yes	13	giaf036_giga-d-24-00187_revision_1.pdf; giaf036_authors_response_to_reviewer_comments_original_submission.pdf; giaf036_supplemental_file.pdf; giaf036_reviewer_2_report_revision_1.pdf; giaf036_giga-d-24-00187_revision_2.pdf; giaf036.pdf; giaf036_giga-d-24-00187_original_submission.pdf; giaf036_reviewer_1_report_original_submission.pdf; giaf036_giga-d-24-00187_revision_3.pdf; giaf036_authors_response_to_reviewer_comments_revision_2.pdf; giaf036_reviewer_2_report_original_submission.pdf; giaf036_reviewer_1_report_revision_1.pdf; giaf036_authors_response_to_reviewer_comments_revision_1.pdf	PMC12077397.json	2	PMC12077397_main.pdf	False	12.13	False
High-fidelity Wheat Plant Reconstruction using 3D Gaussian Splatting and Neural Radiance Fields	swv7bfezxi	PMC11945317	40139909.0	yes	yes	13	giaf022_reviewer_2_report_revision_1.pdf; giaf022_giga-d-24-00315_revision_2.pdf; giaf022_giga-d-24-00315_revision_1.pdf; giaf022_response_to_reviewer_comments_original_submission.pdf; giaf022_reviewer_2_report_original_submission.pdf; giaf022_reviewer_1_report_original_submission.pdf; giaf022.pdf; giaf022_reviewer_1_report_revision_1.pdf; giaf022_giga-d-24-00315_original_submission.pdf; giaf022_response_to_reviewer_comments_revision_2.pdf; giaf022_response_to_reviewer_comments_revision_1.pdf; giaf022_supplemental_file.pdf; giaf022_giga-d-24-00315_revision_3.pdf	PMC11945317.json	2	PMC11945317_main.pdf	False	52.15	False
SqueezeCall: Nanopore basecalling using a Squeezeformer network	ujqs1yayo1	PMC11851125	40008031.0	yes	yes	1	gigabyte-2025-148.pdf	PMC11851125.json	1	PMC11851125_main.pdf	False	0.74	False
SurGen: 1020 H&E-stained Whole Slide Images With Survival and Genetic Markers	vuknweu17e	PMC12569769	41128428.0	yes	yes	11	giaf086_giga-d-24-00594_revision_2.pdf; giaf086_authors_response_to_reviewer_comments_revision_1.pdf; giaf086_reviewer_2_report_revision_1.pdf; giaf086_authors_response_to_reviewer_comments_revision_3.pdf; giaf086_giga-d-24-00594_original_submission.pdf; giaf086_giga-d-24-00594_revision_1.pdf; giaf086_reviewer_2_report_original_submission.pdf; giaf086_giga-d-24-00594_revision_3.pdf; giaf086_reviewer_1_report_original_submission.pdf; giaf086.pdf; giaf086_authors_response_to_reviewer_comments_revision_2.pdf	PMC12569769.json	1	PMC12569769_main.pdf	False	2.41	False
NanoMnT: An STR Analysis Tool for Oxford Nanopore Sequencing Data Driven by a Comprehensive Analysis of Error Profile in STR regions	hjnyjl40c9	PMC11912559	40094553.0	yes	yes	12	giaf013_response_to_reviewer_comments_original_submission.pdf; giaf013_reviewer_3_report_revision_1.pdf; giaf013.pdf; giaf013_reviewer_2_report_original_submission.pdf; giaf013_reviewer_1_report_original_submission.pdf; giaf013_giga-d-24-00346_revision_1.pdf; giaf013_giga-d-24-00346_original_submission.pdf; giaf013_giga-d-24-00346_revision_2.pdf; giaf013_reviewer_3_report_original_submission.pdf; giaf013_reviewer_1_report_revision_1.pdf; giaf013_response_to_reviewer_comments_revision_1.pdf; giaf013_reviewer_2_report_revision_1.pdf	PMC11912559.json	1	PMC11912559_main.pdf	False	2.44	False
Healthy microbiome - moving towards functional interpretation	4cstv1dfjm	PMC11927397	40117176.0	yes	yes	9	giaf015_reviewer_1_report_original_submission.pdf; giaf015_giga-d-24-00311_revision_2.pdf; giaf015_reviewer_2_report_original_submission.pdf; giaf015_response_to_reviewer_comments_original_submission.pdf; giaf015_response_to_reviewer_comments_revision_1.pdf; giaf015_giga-d-24-00311_original_submission.pdf; giaf015_reviewer_2_report_revision_1.pdf; giaf015.pdf; giaf015_giga-d-24-00311_revision_1.pdf	PMC11927397.json	1	PMC11927397_main.pdf	False	1.74	False
Cerebellocerebral Connectivity Predicts Body Mass Index: a New Open-Source Python-based Framework for Connectome-based Predictive Modeling	pj6nprkh27	PMC11899596	40072905.0	yes	yes	7	giaf010_reviewer_1_report_original_submission.pdf; giaf010_giga-d-24-00385_original_submission.pdf; giaf010_response_to_reviewer_comments_original_submission.pdf; giaf010.pdf; giaf010_reviewer_1_report_revision_1.pdf; giaf010_giga-d-24-00385_revision_1.pdf; giaf010_reviewer_2_report_original_submission.pdf	PMC11899596.json	1	PMC11899596_main.pdf	False	3.03	False
Multi-omics Analysis of Umbilical Cord Hematopoietic Stem Cells from a Multi-ethnic Cohort of Hawaii Reveals the Intergenerational Effect of Maternal Pre-Pregnancy Obesity and Risk Prediction for Cancers	0hgj0n9qo2	PMC12087453	40388307.0	yes	yes	6	giaf039.pdf; giaf039_authors_response_to_reviewer_comments_original_submission.pdf; giaf039_giga-d-24-00597_revision_1.pdf; giaf039_reviewer_1_report_original_submission.pdf; giaf039_reviewer_2_report_original_submission.pdf; giaf039_giga-d-24-00597_original_submission.pdf	PMC12087453.json	1	PMC12087453_main.pdf	False	2.41	False
"Image segmentation of treated and untreated tumor spheroids by Fully Convolutional Networks
"	0g2i3j2hzg	PMC12056507	40331344.0	yes	yes	9	giaf027_reviewer_1_report_original_submission.pdf; giaf027_authors_response_to_reviewer_comments_original_submission.pdf; giaf027_supplemental_file.pdf; giaf027_authors_response_to_reviewer_comments_revision_1.pdf; giaf027.pdf; giaf027_giga-d-24-00570_revision_2.pdf; giaf027_giga-d-24-00570_original_submission.pdf; giaf027_reviewer_2_report_original_submission.pdf; giaf027_giga-d-24-00570_revision_1.pdf	PMC12056507.json	2	PMC12056507_main.pdf	False	6.96	False
HVSeeker: A Deep Learning-based Method for Identification of Host and Viral DNA sequences	igr5x3a1vs	PMC12080225	40372723.0	yes	yes	17	giaf037_giga-d-24-00282_original_submission.pdf; giaf037_authors_response_to_reviewer_comments_revision_1.pdf; giaf037_supplemental_file.pdf; giaf037_authors_response_to_reviewer_comments_revision_2.pdf; giaf037_authors_response_to_reviewer_comments_revision_3.pdf; giaf037_giga-d-24-00282_revision_2.pdf; giaf037_reviewer_1_report_revision_1.pdf; giaf037_reviewer_2_report_original_submission.pdf; giaf037_reviewer_1_report_original_submission.pdf; giaf037_giga-d-24-00282_revision_1.pdf; giaf037_authors_response_to_reviewer_comments_original_submission.pdf; giaf037_giga-d-24-00282_revision_3.pdf; giaf037.pdf; giaf037_giga-d-24-00282_revision_5.pdf; giaf037_reviewer_2_report_revision_1.pdf; giaf037_giga-d-24-00282_revision_4.pdf; giaf037_authors_response_to_reviewer_comments_revision_4.pdf	PMC12080225.json	2	PMC12080225_main.pdf	False	1.17	False
Unveiling Patterns in Spatial Transcriptomics Data: A Novel Approach Utilizing Graph Attention Autoencoder and Multi-Scale Deep Subspace Clustering Network	cji1mirt7b	PMC11727722	39804726.0	yes	yes	14	giae103_response_to_reviewer_comments_original_submission.pdf; giae103_response_to_reviewer_comments_revision_2.pdf; giae103.pdf; giae103_reviewer_1_report_original_submission.pdf; giae103_response_to_reviewer_comments_revision_4.pdf; giae103_response_to_reviewer_comments_revision_1.pdf; giae103_giga-d-24-00044_revision_4.pdf; giae103_reviewer_1_report_revision_1.pdf; giae103_reviewer_2_report_revision_1.pdf; giae103_giga-d-24-00044_original_submission.pdf; giae103_giga-d-24-00044_revision_3.pdf; giae103_reviewer_2_report_original_submission.pdf; giae103_giga-d-24-00044_revision_1.pdf; giae103_giga-d-24-00044_revision_2.pdf	PMC11727722.json	1	PMC11727722_main.pdf	False	7.58	False
Opaque Ontology: Neuroimaging classification of ICD-10 Diagnostic Groups in the UK Biobank	e0eaxjld0h	PMC11811528	39931027.0	yes	yes	8	giae119_response_to_reviewer_comments_original_submission.pdf; giae119_response_to_reviewer_comments_revision_1.pdf; giae119.pdf; giae119_reviewer_1_report_original_submission.pdf; giae119_reviewer_2_report_original_submission.pdf; giae119_revision_2.pdf; giae119_revision_1.pdf; giae119_reviewer_2_report_revision_1.pdf	PMC11811528.json	1	PMC11811528_main.pdf	False	1.23	False
